Cause Name,Discovery Calendar Year,Discovery Date (Years),Fire Size Class,Statiscal Fire Cause,Fire Number,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Month,Total Acres Burned,Fire Name
Smoking,"2,002","2,002",< 0.25 acres,3,1,47.3006,-115.1006,4,0,STREGIS
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,57,30.7633,-88.9144,4,6,DOG ON STICK
Arson,"2,002","2,002",10 - 100 acres,7,32,33.3519,-85.9911,4,20,OLD BARN
Arson,"2,002","2,002",0.5 - 10 acres,7,65,36.9906,-90.7694,4,2,LITTLE ONE
Debris Burning,"2,002","2,002",10 - 100 acres,5,32,36.6519,-84.6367,4,20,KIDD
Campfire,"2,002","2,002",< 0.25 acres,4,57,35.0261,-83.1817,4,0,GRANITE CITY
Lightning,"2,002","2,002",< 0.25 acres,1,59,34.3081,-110.9394,4,0,MILITARY
Arson,"2,002","2,002",10 - 100 acres,7,19,31.1636,-94.2833,4,50,INDIAN CREEK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,33,36.6667,-84.4842,4,5,PAUNCH
Smoking,"2,002","2,002",< 0.25 acres,3,28,34.3964,-117.7303,4,0,JACKSON
Arson,"2,002","2,002",100 - 300 acres,7,34,36.7767,-84.4533,4,140,BARREN FORK
Arson,"2,002","2,002",0.5 - 10 acres,7,2,38.5525,-120.4006,4,9,COWBOY
Campfire,"2,002","2,002",< 0.25 acres,4,3,37.2581,-106.9233,4,0,MILL CREEK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,71,33.9567,-89.825,4,1,GUNNER
Arson,"2,002","2,002",10 - 100 acres,7,62,34.7317,-89.1017,4,90,CROWN TREE
Smoking,"2,002","2,002",< 0.25 acres,3,2,46.9989,-94.2286,4,0,RYAN FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,15,34.4689,-110.8586,4,0,CIRCLE
Lightning,"2,002","2,002",0.5 - 10 acres,1,60,33.2742,-110.7986,4,1,PIONEER
Arson,"2,002","2,002",0.5 - 10 acres,7,33,33.1903,-86.1811,4,4,THINNING
Lightning,"2,002","2,002",0.5 - 10 acres,1,23,34.5122,-111.1183,4,1,BUCK
Equipment Use,"2,002","2,002",< 0.25 acres,2,7,40.7983,-122.385,4,0,O'BRIEN
Lightning,"2,002","2,002",0.5 - 10 acres,1,62,34.3672,-111.3208,4,0,BEAR
Lightning,"2,002","2,002",< 0.25 acres,1,63,34.3417,-111.1844,4,0,DIAMOND
Smoking,"2,002","2,002",0.5 - 10 acres,3,64,35.0789,-84.4886,4,5,PUT IN
Debris Burning,"2,002","2,002",10 - 100 acres,5,58,35.505,-79.8194,4,65,BLACK ANKLE
Campfire,"2,002","2,002",100 - 300 acres,4,5,39.0119,-79.5703,4,117,SHAVERS MOUNTAIN
Equipment Use,"2,002","2,002",< 0.25 acres,2,25,39.0458,-78.5433,4,0,VANCES
Railroad,"2,002","2,002",10 - 100 acres,6,18,36.825,-82.7722,4,25,WILDCAT
Lightning,"2,002","2,002",< 0.25 acres,1,64,34.3667,-111.3214,4,0,LITTLE 1
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,4,48.6033,-116.0067,4,6,ROCKY CREEK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,7,35.3106,-84.2333,4,2,COPPERHEAD
Arson,"2,002","2,002",< 0.25 acres,7,24,36.7039,-84.3989,4,0,TOO EARLY
Lightning,"2,002","2,002",< 0.25 acres,1,13,33.4183,-108.5856,4,0,ADAM
Miscellaneous,"2,002","2,002",< 0.25 acres,9,68,33.0333,-79.6333,4,0,LANDING
Arson,"2,002","2,002",< 0.25 acres,7,29,34.2833,-118.1997,4,0,FORD
Arson,"2,002","2,002",< 0.25 acres,7,3,47.3417,-94.2703,4,0,TIRED FIRE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,38,29.18,-81.9431,4,0,SHERRILLS MILL
Arson,"2,002","2,002",0.5 - 10 acres,7,56,33.6675,-83.2836,4,7,WATSON SPRING
Lightning,"2,002","2,002",< 0.25 acres,1,65,34.3331,-111.1003,4,0,UPPER
Campfire,"2,002","2,002",< 0.25 acres,4,24,35.29,-111.4267,4,0,UNDERGROUND
Campfire,"2,002","2,002",< 0.25 acres,4,47,31.46,-110.4539,4,0,EARTH
Lightning,"2,002","2,002",10 - 100 acres,1,16,34.45,-110.7733,4,10,WILDCAT
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,25,34.7536,-111.6689,4,1,MEDIAN
Lightning,"2,002","2,002",0.5 - 10 acres,1,20,34.2375,-112.3606,4,1,TOWERS
Debris Burning,"2,002","2,002",< 0.25 acres,5,4,47.3489,-94.2381,4,0,PIPELINE
Smoking,"2,002","2,002",< 0.25 acres,3,3,58.5781,-134.8944,4,0,MILE POST 33
Lightning,"2,002","2,002",0.5 - 10 acres,1,19,33.6333,-109.4,4,3,WALLOW
Lightning,"2,002","2,002",0.5 - 10 acres,1,18,34.4817,-110.8847,4,3,BAR
Lightning,"2,002","2,002",0.5 - 10 acres,1,68,34.0686,-111.0508,4,8,POTATO
Lightning,"2,002","2,002",0.5 - 10 acres,1,17,34.2922,-110.6836,4,1,BACA
Lightning,"2,002","2,002",< 0.25 acres,1,15,33.5022,-108.6833,4,0,SIX SHOOTER
Lightning,"2,002","2,002",0.5 - 10 acres,1,66,33.8567,-110.92,4,1,CENTER
Lightning,"2,002","2,002",0.5 - 10 acres,1,67,34.2683,-111.1128,4,1,KING
Arson,"2,002","2,002",0.5 - 10 acres,7,65,34.9942,-84.3742,4,6,BLUE GOOSE
Lightning,"2,002","2,002",< 0.25 acres,1,2,44.0922,-122.2192,4,0,WALKER
Lightning,"2,002","2,002",< 0.25 acres,1,26,34.4769,-111.2567,4,0,FAT
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,59,35.285,-83.84,4,1,IUGAP
Miscellaneous,"2,002","2,002",< 0.25 acres,9,1,38.9686,-119.8842,4,0,KINGSBURY.
Lightning,"2,002","2,002",< 0.25 acres,1,69,34.3667,-111.2417,4,0,BONITA
Lightning,"2,002","2,002",< 0.25 acres,1,60,34.9567,-77.0017,4,0,LIGHTNING
Lightning,"2,002","2,002",0.5 - 10 acres,1,13,33.7089,-105.3383,4,0,HARRISON
Arson,"2,002","2,002",0.5 - 10 acres,7,41,30.425,-82.2833,4,2,OLIVER
Arson,"2,002","2,002",0.5 - 10 acres,7,40,30.4233,-82.2833,4,1,NANCY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,5,38.7594,-119.8111,4,0,MANZANITA
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,24,38.65,-82.7417,4,8,PINE CREEK #3
Campfire,"2,002","2,002",0.5 - 10 acres,4,21,34.5083,-112.4764,4,1,SPAR
Arson,"2,002","2,002",0.5 - 10 acres,7,12,37.6583,-88.4194,4,1,FORWE
Lightning,"2,002","2,002",< 0.25 acres,1,42,29.2597,-81.6369,4,0,SILVER GLEN
Arson,"2,002","2,002",10 - 100 acres,7,76,36.9347,-91.125,4,11,EVANS HOLLOW
Smoking,"2,002","2,002",< 0.25 acres,3,14,35.9997,-106.9331,4,0,126
Lightning,"2,002","2,002",10 - 100 acres,1,20,34.5569,-110.9381,4,15,GRAMA
Debris Burning,"2,002","2,002",10 - 100 acres,5,61,35.2733,-83.3733,4,10,RUBY MINE
Campfire,"2,002","2,002",< 0.25 acres,4,13,35.8336,-105.6519,4,0,PANCHUELA
Arson,"2,002","2,002",0.5 - 10 acres,7,79,36.8253,-90.3253,4,1,ITSY BITSY
Lightning,"2,002","2,002",0.5 - 10 acres,1,62,35.45,-80.0667,4,2,KINGS MTN POINT
Smoking,"2,002","2,002",< 0.25 acres,3,6,33.2833,-81.65,4,0,STOPLIGHT
Arson,"2,002","2,002",10 - 100 acres,7,81,36.8544,-93.0192,4,15,PRETTY CLOSE
Lightning,"2,002","2,002",< 0.25 acres,1,3,38.6617,-112.2325,4,0,ROCKY ROAD
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,30,34.5083,-118.6156,4,1,BRICK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,75,37.8992,-91.9514,4,4,GROVER CREEK
Campfire,"2,002","2,002",0.5 - 10 acres,4,9,43.9183,-103.3667,4,1,HIPPIE HOLLOW
Miscellaneous,"2,002","2,002",< 0.25 acres,9,31,34.465,-118.3325,4,0,AGUA
Debris Burning,"2,002","2,002",< 0.25 acres,5,4,58.6667,-134.9167,4,0,ECHO
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,1,41.5967,-79.1058,4,0,PARAFFIN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,27,38.7769,-82.5675,4,0,CAULEY CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,1,37.5167,-112.7333,4,0,SNOW BANK
Campfire,"2,002","2,002",< 0.25 acres,4,53,32.2594,-110.6442,4,0,PASS
Campfire,"2,002","2,002",< 0.25 acres,4,52,31.4453,-110.2806,4,0,WATER
Miscellaneous,"2,002","2,002",< 0.25 acres,9,8,41.1508,-122.3344,4,0,WHALEN
Campfire,"2,002","2,002",< 0.25 acres,4,15,35.985,-106.7839,4,0,MINE
Campfire,"2,002","2,002",< 0.25 acres,4,6,38.3397,-119.5475,4,0,FOOTBRIDGE
Campfire,"2,002","2,002",< 0.25 acres,4,11,39.5167,-105.5,4,0,HARRIS PARK
Lightning,"2,002","2,002",0.5 - 10 acres,1,5,35.8358,-111.9453,4,1,MUDDERBACH
Campfire,"2,002","2,002",< 0.25 acres,4,12,38.8767,-106.1181,4,0,SPANISH MILL
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,4,37.6286,-108.6786,4,5,LONE
Campfire,"2,002","2,002",0.5 - 10 acres,4,21,33.7706,-116.8503,4,1,74
Campfire,"2,002","2,002",< 0.25 acres,4,116,36.1333,-115.5667,4,0,CC SPRINGS
Lightning,"2,002","2,002",< 0.25 acres,1,21,33.6347,-109.4025,4,0,RENO
Debris Burning,"2,002","2,002",< 0.25 acres,5,3,39.9183,-120.0669,4,0,SHED
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,2,44.6494,-83.7064,4,4,ROSS ROAD
Equipment Use,"2,002","2,002",10 - 100 acres,2,22,33.7686,-116.7711,4,25,WHITE POST
Smoking,"2,002","2,002",< 0.25 acres,3,22,33.8692,-109.1183,4,0,BUSTER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,3,43.6467,-85.6728,4,5,NORWICH
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,34,35.8622,-93.5369,4,3,LOCUST FIRE
Campfire,"2,002","2,002",< 0.25 acres,4,70,33.5667,-111.5167,4,0,NORTE
Debris Burning,"2,002","2,002",< 0.25 acres,5,18,32.7578,-116.6767,4,0,BUBBLE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,22,34.5778,-112.6281,4,0,STRAW
Lightning,"2,002","2,002",< 0.25 acres,1,3,37.4489,-112.7111,4,0,BEER CAN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,7,36.2361,-121.4614,4,0,SECO
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,27,35.1142,-111.615,4,1,DRAWS
Campfire,"2,002","2,002",0.5 - 10 acres,4,16,36.4331,-106.8503,4,1,TURKEY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,23,34.33,-117.5131,4,0,GAZE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,4,44.365,-85.5428,4,3,COLFAX PARK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,6,34.9925,-107.9525,4,1,BONITA
Miscellaneous,"2,002","2,002",< 0.25 acres,9,60,41.2233,-105.4567,4,0,728
Smoking,"2,002","2,002",0.5 - 10 acres,3,16,32.9858,-108.0511,4,7,LINCOLN
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,5,43.8583,-85.8186,4,1,WATERMILL
Campfire,"2,002","2,002",< 0.25 acres,4,71,33.6283,-110.9417,4,0,DIVER
Arson,"2,002","2,002",10 - 100 acres,7,35,35.6083,-93.5817,4,20,WEST GRASSY
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,24,34.2142,-116.7078,4,1,ONYX
Equipment Use,"2,002","2,002",< 0.25 acres,2,27,34.2583,-116.8667,4,0,DODGE
Arson,"2,002","2,002",< 0.25 acres,7,1,44.2183,-119.6175,4,0,112
Miscellaneous,"2,002","2,002",< 0.25 acres,9,8,36.0856,-121.4308,4,0,ANTONIO
Miscellaneous,"2,002","2,002",10 - 100 acres,9,23,34.4081,-111.0586,4,20,OPEN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,1,47.8731,-91.8397,4,0,NORTH WHITE IRON RD
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,12,47.9206,-91.8275,4,1,MILL FIRE
Lightning,"2,002","2,002",10 - 100 acres,1,1,45.6106,-104.2322,4,57,MAVERICK GULCH
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,63,34.7717,-77.12,4,1,NED'S CREEK
Smoking,"2,002","2,002",0.5 - 10 acres,3,24,34.1317,-109.9269,4,1,THOMPSON
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,5,46.9894,-93.8728,4,8,HAPPY FIRE
Campfire,"2,002","2,002",< 0.25 acres,4,1,40.6153,-111.7486,4,0,LEDGEMERE
Debris Burning,"2,002","2,002",< 0.25 acres,5,6,47.0547,-93.9311,4,0,QUICK FIRE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,7,47.2467,-93.8939,4,5,MUD LAKE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,6,44.2167,-85.95,4,2,GOLF COURSE
Lightning,"2,002","2,002",< 0.25 acres,1,17,36.4525,-106.8011,4,0,ARCHULETA
Lightning,"2,002","2,002",0.5 - 10 acres,1,19,36.5006,-106.9517,4,2,BOND
Lightning,"2,002","2,002",< 0.25 acres,1,72,33.4736,-110.9039,4,0,GUARD
Arson,"2,002","2,002",0.5 - 10 acres,7,8,47.3414,-94.2811,4,1,SUNSET FIRE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,2,43.2917,-103.8283,4,0,CANDLE
Lightning,"2,002","2,002",< 0.25 acres,1,73,33.8172,-110.9339,4,0,FALLS
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,9,47.1139,-94.54,4,2,COMMUNITY CENTER
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,130,35.0333,-106.2867,4,1,OPEN MEADOW
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,28,38.6228,-82.5717,4,5,KIMBLE RIDGE #1
Campfire,"2,002","2,002",0.5 - 10 acres,4,7,44.2031,-85.5217,4,0,BRANDY BROOK
Equipment Use,"2,002","2,002",100 - 300 acres,2,13,39.0203,-105.2475,4,140,CEDAR MTN
Campfire,"2,002","2,002",0.5 - 10 acres,4,38,44.2528,-85.5194,4,0,BRANDY BROOK #2
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,30,39.1317,-86.4453,4,1,INVERNESS FARMS
Campfire,"2,002","2,002",0.5 - 10 acres,4,12,44.3258,-85.5181,4,0,BRANDY BROOK #3
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,64,35.4667,-80.0519,4,7,SHAMROCK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,8,43.82,-85.8492,4,2,ARROW HEAD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,58,34.8847,-83.3997,4,3,NEEDY CREEK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,9,43.5622,-85.6067,4,8,GOODWELL
Arson,"2,002","2,002",0.5 - 10 acres,7,65,34.8017,-77.1683,4,3,MARSH
Equipment Use,"2,002","2,002",< 0.25 acres,2,32,34.5786,-118.7039,4,0,SIMI
Campfire,"2,002","2,002",< 0.25 acres,4,14,38.0233,-105.0342,4,0,SAN CARLOS
Equipment Use,"2,002","2,002",10 - 100 acres,2,10,44.2508,-86.075,4,25,UDELL ROLLWAYS
Railroad,"2,002","2,002",10 - 100 acres,6,11,44.2389,-83.6167,4,23,RAILROAD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,66,35.0844,-83.7133,4,3,BIRCH COVE
Arson,"2,002","2,002",< 0.25 acres,7,10,47.17,-94.1761,4,0,BOY RIVER #1
Arson,"2,002","2,002",< 0.25 acres,7,11,47.1731,-94.1492,4,0,BOY RIVER #2
Miscellaneous,"2,002","2,002",< 0.25 acres,9,67,35.1183,-83.5383,4,0,ROCK CUT
Debris Burning,"2,002","2,002",< 0.25 acres,5,2,47.8947,-91.9122,4,0,PIG FIRE
Arson,"2,002","2,002",10 - 100 acres,7,58,31.1689,-89.0894,4,15,TANK
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,13,44.6836,-84.0997,4,5,BOUNDARY
Smoking,"2,002","2,002",10 - 100 acres,3,7,34.2336,-107.3856,4,86,TOP
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,78,37.9567,-107.9286,4,1,DEEP CREEK
Arson,"2,002","2,002",< 0.25 acres,7,74,33.9011,-111.8025,4,0,RACKENSACK
Debris Burning,"2,002","2,002","300 - 1,000 acres",5,15,39.2994,-105.5981,4,309,TOPAZ MOUNTAIN
Lightning,"2,002","2,002",0.5 - 10 acres,1,19,37.4,-79.8417,4,2,FLAT TOP
Smoking,"2,002","2,002","300 - 1,000 acres",3,7,40.705,-105.3153,4,500,HEWLITT GULCH
Campfire,"2,002","2,002",< 0.25 acres,4,5,58.6,-134.9167,4,0,SUNSHINE COVE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,2,37.8008,-111.8058,4,1,SAWMILL
Campfire,"2,002","2,002",< 0.25 acres,4,20,35.8056,-106.5389,4,0,GRIEGO
Lightning,"2,002","2,002",10 - 100 acres,1,69,35.7389,-83.0347,4,12,TWELVE MILE
Miscellaneous,"2,002","2,002",10 - 100 acres,9,54,31.5081,-110.4617,4,36,BRUSHY II
Debris Burning,"2,002","2,002",< 0.25 acres,5,5,48.7008,-114.8514,4,0,TREGO FLAT
Arson,"2,002","2,002",< 0.25 acres,7,35,36.8444,-84.5167,4,0,CUT OFF
Arson,"2,002","2,002",0.5 - 10 acres,7,36,36.8833,-84.4686,4,4,HICKORY FLAT
Smoking,"2,002","2,002",< 0.25 acres,3,6,58.3167,-134.45,4,0,DEER FARM
Miscellaneous,"2,002","2,002",10 - 100 acres,9,77,36.9589,-91.1703,4,18,MURDICK FIRE
Lightning,"2,002","2,002",0.5 - 10 acres,1,69,33.2833,-79.85,4,4,LUCKY STRIKE
Lightning,"2,002","2,002",< 0.25 acres,1,20,37.835,-78.9917,4,0,ONE TREE
Lightning,"2,002","2,002",0.5 - 10 acres,1,70,33.3044,-79.8533,4,3,CONCH SHELL
Lightning,"2,002","2,002",0.5 - 10 acres,1,7,33.3667,-81.6167,4,3,TREADWAY
Lightning,"2,002","2,002",0.5 - 10 acres,1,5,37.5631,-108.4425,4,0,HOUSE
Lightning,"2,002","2,002",10 - 100 acres,1,21,38.9517,-78.365,4,25,STRIKE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,75,33.5167,-111.6583,4,0,GRANITE
Railroad,"2,002","2,002",0.5 - 10 acres,6,25,34.735,-94.6042,4,1,TRACK FIRE
Campfire,"2,002","2,002",< 0.25 acres,4,117,36.2625,-115.62,4,0,FLETCHER
Lightning,"2,002","2,002",0.5 - 10 acres,1,22,37.8458,-78.9833,4,3,SECOND TREE
Campfire,"2,002","2,002",10 - 100 acres,4,1,45.55,-111.5875,4,38,BEARTRAP A
Railroad,"2,002","2,002",10 - 100 acres,6,29,31.5861,-92.4103,4,15,029 UNION PACIFIC
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,76,34.0458,-111.3633,4,4,BAR
Miscellaneous,"2,002","2,002","1,000 - 5,000 acres",9,55,31.4331,-110.4372,4,"2,653",MERRITT
Arson,"2,002","2,002",< 0.25 acres,7,4,39.9681,-120.8683,4,0,REFUGE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,33,34.3872,-118.4703,4,10,SIERRA
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,70,35.1225,-84.0269,4,2,TANGLEWOOD
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,56,31.3553,-111.0033,4,2,ALAMO
Lightning,"2,002","2,002",0.5 - 10 acres,1,23,38.545,-79.0133,4,1,2ND MOUNTAIN
Arson,"2,002","2,002",10 - 100 acres,7,37,37.5044,-83.9853,4,19,LOWER FOXTOWN
Lightning,"2,002","2,002",0.5 - 10 acres,1,24,37.7708,-79.1139,4,3,FRIAR
Arson,"2,002","2,002",0.5 - 10 acres,7,36,33.7067,-85.6475,4,1,SET#3
Arson,"2,002","2,002",0.5 - 10 acres,7,34,33.705,-85.5633,4,3,SET#1
Arson,"2,002","2,002",0.5 - 10 acres,7,35,33.705,-85.6422,4,2,SET#2
Arson,"2,002","2,002",0.5 - 10 acres,7,37,33.7133,-85.6467,4,6,SET #4
Arson,"2,002","2,002",0.5 - 10 acres,7,38,33.7133,-85.5617,4,3,SET #5
Arson,"2,002","2,002",10 - 100 acres,7,40,33.7133,-85.575,4,10,SET #7
Arson,"2,002","2,002",0.5 - 10 acres,7,39,33.715,-85.56,4,4,SET #6
Arson,"2,002","2,002",< 0.25 acres,7,38,36.8136,-84.3939,4,0,VANOVER #2
Arson,"2,002","2,002",0.5 - 10 acres,7,42,33.6733,-85.615,4,2,SET #9
Arson,"2,002","2,002",10 - 100 acres,7,41,33.6783,-85.6083,4,10,SET #8
Lightning,"2,002","2,002",10 - 100 acres,1,7,36.7886,-107.2667,4,25,MANUEL
Arson,"2,002","2,002",100 - 300 acres,7,43,33.6517,-85.6217,4,294,SET #10
Arson,"2,002","2,002",< 0.25 acres,7,77,33.525,-111.575,4,0,DOG
Campfire,"2,002","2,002",< 0.25 acres,4,25,34.295,-110.8883,4,0,FULTON
Campfire,"2,002","2,002",< 0.25 acres,4,57,32.4172,-110.7292,4,0,WALLOW
Arson,"2,002","2,002",0.5 - 10 acres,7,71,33.2833,-79.8333,4,8,ROOSTER TAIL
Equipment Use,"2,002","2,002",< 0.25 acres,2,25,34.1717,-117.1281,4,0,NAPOLEN
Miscellaneous,"2,002","2,002",10 - 100 acres,9,10,35.3606,-84.165,4,20,TURKEY CREEK
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,28,38.6667,-106.8483,4,1,EAST RIVER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,3,38.6731,-120.6142,4,1,SLY
Arson,"2,002","2,002",100 - 300 acres,7,39,37.4967,-83.9333,4,103,SCOTCH PINE
Debris Burning,"2,002","2,002",< 0.25 acres,5,12,47.3558,-94.3072,4,0,SLEEPER FIRE
Debris Burning,"2,002","2,002",10 - 100 acres,5,46,36.1972,-82.4639,4,10,CHUCKY
Campfire,"2,002","2,002",< 0.25 acres,4,10,34.2731,-117.5481,4,0,NORTH FORK
Campfire,"2,002","2,002",< 0.25 acres,4,26,34.2731,-117.5481,4,0,NORTH FORK
Lightning,"2,002","2,002",0.5 - 10 acres,1,72,33.15,-79.6667,4,5,LIGHTNING
Arson,"2,002","2,002",0.5 - 10 acres,7,71,35.095,-83.5217,4,5,ROCK GAP
Arson,"2,002","2,002",10 - 100 acres,7,72,35.0767,-83.5067,4,15,LONG BRANCH
Arson,"2,002","2,002",< 0.25 acres,7,13,47.1764,-94.1281,4,0,BOY RIVER #3
Arson,"2,002","2,002",0.5 - 10 acres,7,73,35.0817,-83.515,4,5,GLASS MINE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,59,34.8561,-83.3544,4,4,GOLLYWHOPPER
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,26,34.3817,-110.9703,4,0,ALDER
Debris Burning,"2,002","2,002",< 0.25 acres,5,1,46.1033,-114.1033,4,0,GRAVEL
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,8,35.3703,-84.1508,4,1,BOYD FIELD
Children,"2,002","2,002",0.5 - 10 acres,8,16,39.1353,-105.1211,4,1,TROUT CREEK
Arson,"2,002","2,002",< 0.25 acres,7,34,34.2997,-118.2497,4,0,LEXUS
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,9,35.3497,-84.1906,4,2,SHORT CUT 2
Arson,"2,002","2,002",< 0.25 acres,7,19,32.8417,-116.645,4,0,SPRING
Miscellaneous,"2,002","2,002",< 0.25 acres,9,2,39.3508,-120.735,4,0,MAYBERT
Debris Burning,"2,002","2,002",< 0.25 acres,5,78,34.0428,-111.3006,4,0,BRIDGE
Campfire,"2,002","2,002",0.5 - 10 acres,4,66,35.0697,-84.6364,4,9,PADDLE IN
Campfire,"2,002","2,002",< 0.25 acres,4,8,35.2861,-108.0228,4,0,CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,17,38.0639,-105.1286,4,0,OPHIR CREEK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,9,34.3953,-119.3781,4,4,RED
Arson,"2,002","2,002",10 - 100 acres,7,73,34.8525,-83.0686,4,21,STATE PARK
Miscellaneous,"2,002","2,002",< 0.25 acres,9,9,35.1761,-106.3781,4,0,DOC LONG
Arson,"2,002","2,002",10 - 100 acres,7,60,34.8914,-83.215,4,25,GOLDMINE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,6,48.7692,-114.9417,4,1,MEADOW 1
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,44,43.9672,-86.085,4,1,LONG LAKE SUB
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,105,43.9672,-86.085,4,1,LONG LAKE SUB
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,14,43.8203,-85.9689,4,1,BIG STAR
Campfire,"2,002","2,002",< 0.25 acres,4,30,36.3111,-82.1269,4,0,OLIVER HOLLOW
Campfire,"2,002","2,002",< 0.25 acres,4,6,35.3236,-112.0453,4,0,FRENCHY
Children,"2,002","2,002",10 - 100 acres,8,35,34.1483,-117.6986,4,10,PADUA
Campfire,"2,002","2,002",< 0.25 acres,4,79,33.6356,-110.9678,4,0,LUNCHBOX
Campfire,"2,002","2,002",< 0.25 acres,4,8,40.04,-105.5117,4,0,FIFTY-TWO
Debris Burning,"2,002","2,002",10 - 100 acres,5,34,31.255,-92.7108,4,35,034 PERKINS ROAD
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,11,35.3856,-84.1181,4,2,BOUNDARY
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,12,35.3767,-84.1219,4,7,FRANKENSTEIN
Arson,"2,002","2,002",0.5 - 10 acres,7,36,34.2214,-117.7533,4,1,PEACOCK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,27,34.4161,-110.865,4,3,CHEVELON
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,37,34.2414,-117.8539,4,1,BOOTH
Miscellaneous,"2,002","2,002",< 0.25 acres,9,2,45.8394,-115.4669,4,0,SWEENEY 900
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,28,33.8356,-109.1347,4,1,GARAGE
Arson,"2,002","2,002",0.5 - 10 acres,7,74,33.2167,-79.6167,4,6,TOWHEE
Arson,"2,002","2,002",< 0.25 acres,7,1,47.9761,-123.1978,4,0,BURNT TIRE
Miscellaneous,"2,002","2,002",< 0.25 acres,9,9,39.735,-105.6461,4,0,SAXON
Campfire,"2,002","2,002",0.5 - 10 acres,4,28,34.5036,-111.4244,4,1,CLOVER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,59,30.6544,-89.0908,4,4,SERIOUS
Arson,"2,002","2,002",< 0.25 acres,7,38,34.5375,-118.5361,4,0,HONDA
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,2,47.0714,-114.7592,4,2,FOREST GROVE
